path,bounding_box_p0,bounding_box_p1,surface_area,volume,diameter
['data' 'LabeledDB_new' 'Chair' '107' 'original.ply'],[-0.58072603 -0.89656502 -0.48508701],[0.49727499 0.877841   0.62122601],10.136933087685524,2.1161682663038412,2.3525584820639867
['data' 'LabeledDB_new' 'Chair' '108' 'original.ply'],[-0.608087 -0.894292 -0.586326],[0.50254297 0.889588   0.50204903],10.263085956738514,2.1563219132765004,2.3664925504002663
['data' 'LabeledDB_new' 'Chair' '109' 'original.ply'],[-0.42874101 -0.767079   -0.37123299],[0.42809701 0.62237698 0.50462198],6.31593291429159,1.0427392384305025,1.8525337296018791
['data' 'LabeledDB_new' 'Chair' '110' 'original.ply'],[-0.325901   -0.87634897 -0.420497  ],[0.34472999 0.76413798 0.31437001],5.5970514421723045,0.8084723099805062,1.9185861710229466
['data' 'LabeledDB_new' 'Chair' '111' 'original.ply'],[-0.33046001 -0.87652302 -0.41781101],[0.351096   0.79068899 0.329557  ],5.783384911308952,0.8492330531403457,1.9500444679147482
['data' 'LabeledDB_new' 'Chair' '112' 'original.ply'],[-0.392046   -0.78152102 -0.54686999],[0.393354   0.646043   0.44915101],6.650734879180698,1.1167475028005451,1.9096727593391742
['data' 'LabeledDB_new' 'Chair' '113' 'original.ply'],[-0.461941   -0.85719597 -0.45169401],[0.35103899 0.61956    0.47421899],6.641338772129057,1.1116262186856671,1.9232939410511523
['data' 'LabeledDB_new' 'Chair' '114' 'original.ply'],[-0.30763999 -0.86851501 -0.30027601],[0.302145   0.55676901 0.39789799],4.5798981682703825,0.6067947578270683,1.7002115248699063
['data' 'LabeledDB_new' 'Chair' '115' 'original.ply'],[-0.451947   -0.85994297 -0.45729601],[0.37566599 0.64339203 0.48373601],6.875352576754402,1.170812828769356,1.957166486956369
['data' 'LabeledDB_new' 'Chair' '116' 'original.ply'],[-0.48818099 -0.79166502 -0.439567  ],[0.48742899 0.84820098 0.60639101],8.6710954060747,1.6733964719331467,2.176006317082528
['data' 'LabeledDB_new' 'Chair' '117' 'original.ply'],[-0.46775401 -0.852238   -0.410997  ],[0.47415    0.74420601 0.55845702],7.929017409682157,1.4577651143908859,2.0918072898406055
['data' 'LabeledDB_new' 'Chair' '118' 'original.ply'],[-0.313631   -0.83182698 -0.39066601],[0.46566001 0.80572701 0.39838099],6.366270782768634,1.0069274139354984,1.9777443493123443
['data' 'LabeledDB_new' 'Chair' '119' 'original.ply'],[-0.44381201 -0.87590402 -0.37965   ],[0.4447     0.74465501 0.54154903],7.502479958664928,1.3264217393356388,2.065011582110504
['data' 'LabeledDB_new' 'Chair' '120' 'original.ply'],[-0.38085601 -0.91972601 -0.30974901],[0.390663   0.77845901 0.44059801],6.3266341577600045,0.9830911739900141,2.010496109930325
['data' 'LabeledDB_new' 'Cup' '21' 'original.ply'],[-0.958498 -0.565449 -0.614474],[0.70416403 0.52352703 0.62039202],10.417006860431883,2.235847295797843,2.3399162170411474
['data' 'LabeledDB_new' 'Cup' '22' 'original.ply'],[-0.82089698 -0.59836298 -0.68775803],[0.93945801 0.71009803 0.69389701],13.086801940555922,3.1824432496583066,2.5922751723626956
['data' 'LabeledDB_new' 'Cup' '23' 'original.ply'],[-0.98817301 -0.577739   -0.71420699],[0.786336 0.44876  0.716959],11.660478303377474,2.6069142713357287,2.5001637025992123
['data' 'LabeledDB_new' 'Cup' '24' 'original.ply'],[-0.83895802 -0.63128901 -0.70098197],[0.943793   0.69964802 0.70248997],13.48540636100897,3.3300590786360784,2.630461573619505
['data' 'LabeledDB_new' 'Cup' '25' 'original.ply'],[-0.58551699 -0.88570702 -0.57135099],[0.57917202 0.82107502 0.57645798],10.567541001787355,2.281695334800514,2.3636985528243786
['data' 'LabeledDB_new' 'Cup' '26' 'original.ply'],[-0.64336801 -0.520257   -0.77103299],[0.91259199 0.523004   0.71578097],10.975660866255502,2.4135040275507413,2.3916564920025865
['data' 'LabeledDB_new' 'Cup' '27' 'original.ply'],[-0.64240402 -0.54915297 -0.66210902],[0.86370999 0.55448103 0.70345497],10.451953042072915,2.2698385839062984,2.313255803399389
['data' 'LabeledDB_new' 'Cup' '28' 'original.ply'],[-0.95955801 -0.58228201 -0.62132698],[0.727063   0.51990402 0.62940001],10.69401271100056,2.3250640993494,2.371459990695906
['data' 'LabeledDB_new' 'Cup' '29' 'original.ply'],[-0.624264   -0.50029403 -0.650657  ],[0.93590599 0.490971   0.640459  ],9.681481069204207,1.9967650612154348,2.254710024231798
['data' 'LabeledDB_new' 'Cup' '30' 'original.ply'],[-0.54237902 -0.92833298 -0.54100198],[0.54902703 0.51838797 0.55069798],8.69966629318867,1.723750567751492,2.1156506062567395
['data' 'LabeledDB_new' 'Cup' '31' 'original.ply'],[-0.963292   -0.89607    -0.64375901],[0.79341501 0.66949999 0.648166  ],14.084761122251969,3.5531139149195083,2.684417848002714
['data' 'LabeledDB_new' 'Cup' '32' 'original.ply'],[-0.61933202 -0.62852901 -0.53199297],[0.85330999 0.70440799 0.53494799],9.912652373311708,2.0943400475042226,2.254719171931136
['data' 'LabeledDB_new' 'Cup' '33' 'original.ply'],[-0.74123597 -0.615942   -0.67457402],[0.97116601 0.65071797 0.67269999],12.365287595649662,2.9222791600569837,2.520296669071954
['data' 'LabeledDB_new' 'Cup' '34' 'original.ply'],[-0.62625301 -0.872109   -0.793881  ],[0.629673   0.70144898 0.76441801],12.770908942219279,3.0796233007653675,2.5459243180615103
['data' 'LabeledDB_new' 'Cup' '35' 'original.ply'],[-0.49857801 -0.88175499 -0.475519  ],[0.50088602 0.653413   0.47873601],7.906061036148859,1.464156597360622,2.0654955227114775
['data' 'LabeledDB_new' 'Cup' '36' 'original.ply'],[-0.763991   -0.75379503 -0.63109499],[0.653126   0.86456001 0.71794897],12.776767327923125,3.093895315668484,2.539136316326737
['data' 'LabeledDB_new' 'Cup' '37' 'original.ply'],[-0.68779802 -0.67180198 -0.72318298],[0.66157699 0.676916   0.999318  ],12.934788357236236,3.134824916563214,2.5703818300063666
['data' 'LabeledDB_new' 'Cup' '38' 'original.ply'],[-0.90279001 -0.68393803 -0.608823  ],[0.80738503 0.61774302 0.62186003],11.865485171224918,2.7396264735834075,2.4766212689839184
['data' 'LabeledDB_new' 'Cup' '39' 'original.ply'],[-0.760185   -0.498521   -0.65945101],[0.90882701 0.62031502 0.62205499],10.87998944883067,2.393021190200819,2.3832022055164894
['data' 'LabeledDB_new' 'Cup' '40' 'original.ply'],[-0.514777   -0.92415297 -0.51214898],[0.51786202 0.92191797 0.51444602],9.72318831484587,1.9570236080877004,2.3512164045507746
['data' 'LabeledDB_new' 'Fish' '221' 'original.ply'],[-0.94008398 -0.30112901 -0.49203101],[0.84268701 0.29648399 0.57190597],7.195971382940153,1.1335260456311427,2.160410981232695
['data' 'LabeledDB_new' 'Fish' '222' 'original.ply'],[-0.859245   -0.25474101 -0.24972001],[0.95213801 0.28149301 0.43338001],5.1499648462636785,0.6635122550665923,2.008800876395299
['data' 'LabeledDB_new' 'Fish' '223' 'original.ply'],[-0.80936998 -0.364122   -0.46480301],[0.96094698 0.424418   0.36275601],7.027141832961405,1.1552440491566676,2.1072900636176457
['data' 'LabeledDB_new' 'Fish' '224' 'original.ply'],[-0.83996898 -0.228352   -0.40005699],[0.979541   0.29079399 0.22116999],4.794854957266201,0.5868055982074283,1.9914949384278624
['data' 'LabeledDB_new' 'Fish' '225' 'original.ply'],[-0.812895   -0.28043801 -0.51563799],[0.97680002 0.33621401 0.36526   ],6.446730652522092,0.9721758015716824,2.0878815265090216
['data' 'LabeledDB_new' 'Fish' '226' 'original.ply'],[-0.91749001 -0.27020001 -0.237113  ],[0.92662799 0.28842199 0.37978101],5.024801592883563,0.6355025463851326,2.023212285413506
['data' 'LabeledDB_new' 'Fish' '227' 'original.ply'],[-0.91749001 -0.27020001 -0.237113  ],[0.92662799 0.28842199 0.37978101],5.024801592883563,0.6355025463851326,2.023212285413506
['data' 'LabeledDB_new' 'Fish' '228' 'original.ply'],[-0.26196    -0.83551902 -0.34877199],[0.26579401 0.95674098 0.439248  ],5.548179584875349,0.7453663505593309,2.0277316554256006
['data' 'LabeledDB_new' 'Fish' '229' 'original.ply'],[-0.27669799 -0.243222   -0.951464  ],[0.287678   0.43098301 0.923361  ],5.405255498529854,0.7133805150776494,2.070758662424751
['data' 'LabeledDB_new' 'Fish' '230' 'original.ply'],[-0.94691002 -0.49532899 -0.31258801],[0.84376597 0.58611399 0.314026  ],7.472447931226428,1.2134467862447278,2.1837317973059363
['data' 'LabeledDB_new' 'Fish' '231' 'original.ply'],[-0.815943   -0.316728   -0.45187899],[0.97258002 0.37073901 0.28534299],6.10980970990366,0.9064517129158883,2.053027455285472
['data' 'LabeledDB_new' 'Fish' '232' 'original.ply'],[-0.855322   -0.276683   -0.31977201],[0.95205998 0.30417699 0.22679199],4.710325927666466,0.5738024963793075,1.9755404778181105
['data' 'LabeledDB_new' 'Fish' '233' 'original.ply'],[-0.71025598 -0.46470001 -0.59573001],[0.94937497 0.50747299 0.42504701],8.599866814929152,1.6469710574677068,2.177494196286129
['data' 'LabeledDB_new' 'Fish' '234' 'original.ply'],[-0.83177203 -0.41735199 -0.36420301],[0.97583598 0.501369   0.43848401],7.698152633831347,1.3330122346347286,2.1807800028569955
['data' 'LabeledDB_new' 'Fish' '235' 'original.ply'],[-0.85608798 -0.261006   -0.462946  ],[0.96107101 0.30706599 0.243146  ],5.43293929755853,0.7288826231395836,2.030600531926116
['data' 'LabeledDB_new' 'Fish' '236' 'original.ply'],[-0.82991099 -0.228387   -0.42097399],[0.95083499 0.31183299 0.29037601],5.226027428201929,0.6843148397016284,1.992213018350109
['data' 'LabeledDB_new' 'Fish' '237' 'original.ply'],[-0.83983701 -0.21594299 -0.32591301],[0.96163303 0.26069501 0.231417  ],4.256614140230749,0.47855090516198423,1.9450179534590362
['data' 'LabeledDB_new' 'Fish' '238' 'original.ply'],[-0.82502699 -0.235357   -0.39589599],[0.93846798 0.26833799 0.29535401],4.910917292876756,0.614012204434386,1.9599616604447452
['data' 'LabeledDB_new' 'Fish' '239' 'original.ply'],[-0.87110502 -0.30575201 -0.25510201],[0.98542601 0.36428201 0.19132701],4.743741779571387,0.5553304380051246,2.0235987490621707
['data' 'LabeledDB_new' 'Fish' '240' 'original.ply'],[-0.796664 -0.337138 -0.429387],[0.94907099 0.44266599 0.235644  ],6.081785658416825,0.9053273925374071,2.0243396827590034
['data' 'LabeledDB_new' 'FourLeg' '381' 'original.ply'],[-0.66026503 -0.58982903 -0.28568   ],[0.97386402 0.47252399 0.28537899],6.551744479059323,0.9913709219493814,2.0310293056302537
['data' 'LabeledDB_new' 'FourLeg' '382' 'original.ply'],[-0.435902   -0.75561601 -0.69051802],[0.272533   0.79074198 0.58828098],7.957842266764864,1.400916783076226,2.12801082108531
['data' 'LabeledDB_new' 'FourLeg' '383' 'original.ply'],[-0.29517701 -0.99482697 -0.51956898],[0.29601601 0.805897   0.40243199],6.539850476708729,0.9815395954100649,2.1076531498403646
['data' 'LabeledDB_new' 'FourLeg' '384' 'original.ply'],[-0.229803   -0.99914998 -0.420185  ],[0.22865701 0.99251801 0.67921603],7.213546676863027,1.0038631998338323,2.3206916121471357
['data' 'LabeledDB_new' 'FourLeg' '385' 'original.ply'],[-0.77708298 -0.71964502 -0.255539  ],[0.985057   0.60613602 0.25277299],7.811678107663234,1.1875244532805196,2.263009888765626
['data' 'LabeledDB_new' 'FourLeg' '386' 'original.ply'],[-0.75334102 -0.54312098 -0.58165801],[0.87363398 0.666825   0.55577803],10.390735989969606,2.2391018117527373,2.3248177658675466
['data' 'LabeledDB_new' 'FourLeg' '387' 'original.ply'],[-0.90003002 -0.756033   -0.34790301],[0.69644099 0.69805598 0.32817599],8.767660964431052,1.5694571811864177,2.2627808756002064
['data' 'LabeledDB_new' 'FourLeg' '388' 'original.ply'],[-0.866458   -0.60413802 -0.326592  ],[0.99783897 0.43366501 0.32978499],7.679289379900451,1.2699404972809951,2.2323684886958204
['data' 'LabeledDB_new' 'FourLeg' '389' 'original.ply'],[-0.282428   -0.81520599 -0.67968702],[0.288643   0.78317899 0.67260897],7.693075862597553,1.2343640259418382,2.170175356042146
['data' 'LabeledDB_new' 'FourLeg' '390' 'original.ply'],[-0.246158   -0.73803997 -0.49889001],[0.24578699 0.942716   0.572236  ],6.308152051225404,0.8856492920137334,2.052866644407059
['data' 'LabeledDB_new' 'FourLeg' '391' 'original.ply'],[-0.26796401 -0.56110901 -0.87076002],[0.244835 0.423509 0.838027],6.12735581816268,0.8627856034380168,2.0377410384393277
['data' 'LabeledDB_new' 'FourLeg' '392' 'original.ply'],[-0.83480102 -0.58748001 -0.31363201],[0.99480301 0.44329399 0.31770501],7.383541579318134,1.1906436943212295,2.1928366030472257
['data' 'LabeledDB_new' 'FourLeg' '393' 'original.ply'],[-0.21931501 -0.74706298 -0.740852  ],[0.21889301 0.65553701 0.69255   ],6.50649686813675,0.8810126692258379,2.052791829495791
['data' 'LabeledDB_new' 'FourLeg' '394' 'original.ply'],[-0.72456598 -0.21842401 -0.69334102],[0.80032402 0.22700401 0.575064  ],6.356779987425888,0.8615371265249028,2.0328666803274023
['data' 'LabeledDB_new' 'FourLeg' '395' 'original.ply'],[-0.76732701 -0.69775498 -0.51844001],[0.99256903 0.524252   0.48355401],10.27690842244958,2.1548935754284235,2.3652752748909003
['data' 'LabeledDB_new' 'FourLeg' '396' 'original.ply'],[-0.81437701 -0.74798    -0.206627  ],[0.75188702 0.70007801 0.206599  ],7.027274797308827,0.9372135690624929,2.172742677271409
['data' 'LabeledDB_new' 'FourLeg' '397' 'original.ply'],[-0.23051099 -0.70656598 -0.75557399],[0.231012   0.59555203 0.82830399],6.788699096127594,0.9518431973449569,2.101709834563468
['data' 'LabeledDB_new' 'FourLeg' '398' 'original.ply'],[-0.99976099 -0.46562099 -0.165829  ],[0.43333599 0.42938501 0.166005  ],4.110348246858474,0.4256203780056117,1.7218932857730913
['data' 'LabeledDB_new' 'FourLeg' '399' 'original.ply'],[-0.360116   -0.69514602 -0.71157002],[0.27877799 0.87548298 0.67637098],8.140305979143761,1.392750817633065,2.1912191167813604
['data' 'LabeledDB_new' 'FourLeg' '400' 'original.ply'],[-0.26791599 -0.653126   -0.69217902],[0.26203799 0.37251201 0.98456299],6.303734846221262,0.9113779559643655,2.0357427038075993
['data' 'LabeledDB_new' 'Glasses' '41' 'original.ply'],[-0.51019502 -0.21868099 -0.19441099],[0.51334    0.86540502 0.132662  ],3.597891824831733,0.3629201911498733,1.5263823753043555
['data' 'LabeledDB_new' 'Glasses' '42' 'original.ply'],[-0.82949603 -0.160265   -0.174753  ],[0.42137599 0.744645   0.13230699],3.587761987771045,0.34756936670106686,1.5741120486043767
['data' 'LabeledDB_new' 'Glasses' '43' 'original.ply'],[-0.82448697 -0.13022199 -0.70911598],[0.43136901 0.114313   0.212587  ],3.38003112001046,0.28305565924678405,1.576866507870314
['data' 'LabeledDB_new' 'Glasses' '44' 'original.ply'],[-0.52431899 -0.177508   -0.92174798],[0.52850598 0.16164599 0.29026699],4.088338275664517,0.432773933012788,1.6408674992855645
['data' 'LabeledDB_new' 'Glasses' '45' 'original.ply'],[-0.61841398 -0.17678501 -0.89774001],[0.61668497 0.14759099 0.19092301],4.196758337498296,0.4361580973738935,1.678057323208221
['data' 'LabeledDB_new' 'Glasses' '46' 'original.ply'],[-0.99671102 -0.099818   -0.158213  ],[0.83215201 0.45801601 0.120276  ],3.369741722565706,0.2841150328452107,1.9322201908897854
['data' 'LabeledDB_new' 'Glasses' '47' 'original.ply'],[-0.997563 -0.044583 -0.156803],[0.987167   0.092473   0.12597799],1.7440398079026502,0.0769218464190547,2.0094533160503585
['data' 'LabeledDB_new' 'Glasses' '48' 'original.ply'],[-0.84580201 -0.21551999 -0.178388  ],[0.49074399 0.75177199 0.153024  ],4.112699583113597,0.42845945591048723,1.682808043764677
['data' 'LabeledDB_new' 'Glasses' '49' 'original.ply'],[-0.84057099 -0.186472   -0.168001  ],[0.84951198 0.52805799 0.14126299],3.902550327943212,0.3734718224705382,1.8608003008499006
['data' 'LabeledDB_new' 'Glasses' '50' 'original.ply'],[-0.517775   -0.236303   -0.19737101],[0.52528  0.861516 0.135842],3.716905292170262,0.3815574081611205,1.550548674137712
['data' 'LabeledDB_new' 'Glasses' '51' 'original.ply'],[-0.82386702 -0.18606199 -0.164938  ],[0.72596002 0.64252299 0.11183   ],3.8848635328910417,0.35541534752931775,1.779077698286928
['data' 'LabeledDB_new' 'Glasses' '52' 'original.ply'],[-0.956824 -0.10603  -0.143097],[0.922364   0.37041599 0.086453  ],2.8721347151308176,0.20552336191048404,1.9521889057969863
['data' 'LabeledDB_new' 'Glasses' '53' 'original.ply'],[-0.988805 -0.120865 -0.147365],[0.781299 0.521698 0.141985],3.6710170651079794,0.3291076573453271,1.9052240741410564
['data' 'LabeledDB_new' 'Glasses' '54' 'original.ply'],[-0.51859701 -0.196584   -0.86150497],[0.52383602 0.134637   0.23619699],3.706276860573828,0.3790098235207778,1.5496204588983418
['data' 'LabeledDB_new' 'Glasses' '55' 'original.ply'],[-0.84644198 -0.161081   -0.64218599],[0.666502   0.10985    0.18396001],3.767289177197048,0.3386400701321079,1.7449700000853632
['data' 'LabeledDB_new' 'Glasses' '56' 'original.ply'],[-0.65097398 -0.286924   -0.244029  ],[0.65322602 0.98567301 0.161228  ],5.4079720958012345,0.67261356339936,1.8667281598980296
['data' 'LabeledDB_new' 'Glasses' '57' 'original.ply'],[-0.517497 -0.236141 -0.196613],[0.52422398 0.86131197 0.13461199],3.7035753331876746,0.3786695908588563,1.5489659864239973
['data' 'LabeledDB_new' 'Glasses' '58' 'original.ply'],[-0.95286298 -0.055087   -0.136317  ],[0.99023098 0.16637801 0.120757  ],1.9735582853464937,0.11062596362080464,1.9724978858636948
['data' 'LabeledDB_new' 'Glasses' '59' 'original.ply'],[-0.89660603 -0.195811   -0.162405  ],[0.86693102 0.49078199 0.113191  ],3.772156454124958,0.33370050756291997,1.912439808702129
['data' 'LabeledDB_new' 'Glasses' '60' 'original.ply'],[-0.99216402 -0.123572   -0.145264  ],[0.80916899 0.49388099 0.100408  ],3.4129328923503293,0.27324584643387634,1.9200009210908586
['data' 'LabeledDB_new' 'Hand' '181' 'original.ply'],[-0.50968099 -0.45479801 -0.92854798],[0.42467901 0.226025   0.99185002],7.475856014560759,1.2216300539775695,2.2415345294551843
['data' 'LabeledDB_new' 'Hand' '182' 'original.ply'],[-0.47109601 -0.90606803 -0.478443  ],[0.401714   0.97337902 0.53272301],8.846777907599186,1.6587169039382077,2.305769976904733
['data' 'LabeledDB_new' 'Hand' '183' 'original.ply'],[-0.994201   -0.95105499 -0.25807899],[0.67909598 0.90949702 0.37765101],10.71965979757551,1.9791902821292262,2.581807357970197
['data' 'LabeledDB_new' 'Hand' '184' 'original.ply'],[-0.36158299 -0.51127702 -0.74690801],[0.36422601 0.391298   0.98458499],6.949265218919351,1.1342960005263214,2.0831486676219897
['data' 'LabeledDB_new' 'Hand' '185' 'original.ply'],[-0.58088797 -0.180106   -0.97788399],[0.427228   0.177549   0.67728603],5.242281819269622,0.5967843356045645,1.9707365961304626
['data' 'LabeledDB_new' 'Hand' '186' 'original.ply'],[-0.46144599 -0.388926   -0.97693598],[0.58795398 0.22097901 0.85167599],7.348518472755956,1.1703743723250486,2.1947770165340272
['data' 'LabeledDB_new' 'Hand' '187' 'original.ply'],[-0.51063401 -0.453623   -0.93466097],[0.42711699 0.22851899 0.99363202],7.526615231677059,1.2334891666828722,2.2501129920438445
['data' 'LabeledDB_new' 'Hand' '188' 'original.ply'],[-0.450427   -0.79862601 -0.67467302],[0.714867   0.978778   0.50221801],11.068866185759411,2.4375745968352,2.4294335958111133
['data' 'LabeledDB_new' 'Hand' '189' 'original.ply'],[-0.553877   -0.63362998 -0.75569302],[0.68794101 0.80805802 0.438209  ],9.988314725175648,2.1374596435034863,2.2463255079575366
['data' 'LabeledDB_new' 'Hand' '190' 'original.ply'],[-0.448432   -0.64435601 -0.14327399],[0.71454901 0.96541101 0.36916801],6.586002055696658,0.9593572687247026,2.050968425803074
['data' 'LabeledDB_new' 'Hand' '191' 'original.ply'],[-0.463956   -0.966084   -0.58573997],[0.769719   0.83022797 0.57687402],11.477540848018776,2.5764283771774084,2.469891092313937
['data' 'LabeledDB_new' 'Hand' '192' 'original.ply'],[-0.54399002 -0.812792   -0.25617501],[0.61473799 0.98973298 0.334775  ],7.677177329760141,1.2342795736068735,2.222829012890788
['data' 'LabeledDB_new' 'Hand' '193' 'original.ply'],[-0.40948701 -0.62327302 -0.25806499],[0.34546101 0.98206902 0.34820801],5.285859812882364,0.7347724279309469,1.8747363795699772
['data' 'LabeledDB_new' 'Hand' '194' 'original.ply'],[-0.43850899 -0.76315898 -0.282379  ],[0.35789499 0.98923397 0.378968  ],6.162503821142645,0.9229842801325023,2.0353182036495276
['data' 'LabeledDB_new' 'Hand' '195' 'original.ply'],[-0.392205   -0.71618801 -0.32159299],[0.324763   0.97817099 0.425116  ],6.030721473201488,0.907102966076195,1.9855653762896803
['data' 'LabeledDB_new' 'Hand' '196' 'original.ply'],[-0.52784598 -0.584171   -0.26578799],[0.70653898 0.99167198 0.36877799],7.4569437974946915,1.234355750352522,2.0999193516463226
['data' 'LabeledDB_new' 'Hand' '197' 'original.ply'],[-0.377837   -0.64052403 -0.28636801],[0.33078501 0.998505   0.54236799],6.21406997051589,0.9625371266289672,1.9685945923030075
['data' 'LabeledDB_new' 'Hand' '198' 'original.ply'],[-0.36390299 -0.36425099 -0.94235098],[0.310435   0.18476801 0.99931902],5.4911598070189935,0.7188535354161527,2.1274952320241898
['data' 'LabeledDB_new' 'Hand' '199' 'original.ply'],[-0.406836   -0.95206398 -0.296004  ],[0.40875301 0.92947501 0.41156101],6.885911837705883,1.085802745007267,2.169336911916549
['data' 'LabeledDB_new' 'Hand' '200' 'original.ply'],[-0.65251702 -0.956523   -0.34989399],[0.655155   0.76808101 0.29836899],8.44185741532317,1.46197330943883,2.2593162689631217
['data' 'LabeledDB_new' 'Human' '1' 'original.ply'],[-0.362883   -0.13817599 -0.97967201],[0.36475801 0.155597   0.816414  ],4.0966174024425115,0.38393364693989557,1.9600227010480777
['data' 'LabeledDB_new' 'Human' '10' 'original.ply'],[-0.21141399 -0.96440601 -0.518502  ],[0.140155   0.93052697 0.52788597],6.033824677243679,0.6971033403270472,2.1930115282603757
['data' 'LabeledDB_new' 'Human' '11' 'original.ply'],[-0.86640102 -0.25445601 -0.90308899],[0.86519003 0.14025401 0.89406598],9.00953769399786,1.2283128875674925,2.5266518379995313
['data' 'LabeledDB_new' 'Human' '12' 'original.ply'],[-0.84916598 -0.25417    -0.909495  ],[0.85708898 0.13930599 0.90483701],8.961958889735257,1.2180887460414132,2.5214936010753495
['data' 'LabeledDB_new' 'Human' '13' 'original.ply'],[-0.51132601 -0.95920098 -0.43473801],[0.331476   0.99958998 0.280974  ],7.3120134288010945,1.181549614493162,2.2493156605446334
['data' 'LabeledDB_new' 'Human' '14' 'original.ply'],[-0.66771501 -0.83455497 -0.66632801],[0.421211   0.361332   0.31010601],7.066403139181308,1.27154405422569,1.889266766442481
['data' 'LabeledDB_new' 'Human' '15' 'original.ply'],[-0.29347399 -0.86993003 -0.29199201],[0.29222199 0.58090103 0.48589101],4.867851456627001,0.6610029249114965,1.7472986387071918
['data' 'LabeledDB_new' 'Human' '16' 'original.ply'],[-0.49746799 -0.841447   -0.52688599],[0.340819   0.896209   0.32674801],7.311133892835386,1.243449743894539,2.109707197219853
['data' 'LabeledDB_new' 'Human' '17' 'original.ply'],[-0.48251599 -0.84685302 -0.52210402],[0.50184    0.81936598 0.391761  ],8.124840856079679,1.4988781439399035,2.1401849786668232
['data' 'LabeledDB_new' 'Human' '18' 'original.ply'],[-0.56053901 -0.789644   -0.56957102],[0.434836   0.91533899 0.443234  ],8.864067179879973,1.7188288204355744,2.2188989206464265
['data' 'LabeledDB_new' 'Human' '19' 'original.ply'],[-0.486375   -0.97115499 -0.42171901],[0.39808899 0.98282701 0.344684  ],7.807240603057057,1.324518179016158,2.277651375195641
['data' 'LabeledDB_new' 'Human' '2' 'original.ply'],[-0.205586   -0.95970702 -0.53327698],[0.133258   0.91652602 0.505301  ],5.8725610757113245,0.6602762699388024,2.17110798676125
['data' 'LabeledDB_new' 'Human' '20' 'original.ply'],[-0.44011599 -0.96775699 -0.385793  ],[0.409329   0.94401199 0.31455299],7.115495397665157,1.1373216698906896,2.2061055955724815
