path,bounding_box_p0,bounding_box_p1,surface_area,volume,diameter
['data' 'LabeledDB_new' 'Human' '3' 'original.ply'],[-0.26893601 -0.93771702 -0.26774901],[0.280586   0.55632502 0.42687699],4.481043435729644,0.5702941921362159,1.7368481053298788
['data' 'LabeledDB_new' 'Human' '4' 'original.ply'],[-0.27921301 -0.94801998 -0.310635  ],[0.32910699 0.50574398 0.39861399],4.69376931055514,0.6272269612912783,1.7281542193550536
['data' 'LabeledDB_new' 'Human' '5' 'original.ply'],[-0.55566198 -0.93154103 -0.40883201],[0.43356299 0.999906   0.36581799],8.346268432664676,1.480073905152705,2.304156310304623
['data' 'LabeledDB_new' 'Human' '6' 'original.ply'],[-0.24987499 -0.988545   -0.22694001],[0.25133801 0.75986099 0.16658901],3.5232283055698477,0.34485884447390364,1.8609145791281259
['data' 'LabeledDB_new' 'Human' '7' 'original.ply'],[-0.150307   -0.28626999 -0.98605001],[0.188054   0.28767899 0.87477797],3.7837077536834762,0.3613764186568686,1.9765086324327852
['data' 'LabeledDB_new' 'Human' '8' 'original.ply'],[-0.32578301 -0.37222901 -0.98905098],[0.34532699 0.38874701 0.841066  ],6.263167142607632,0.9346382154853791,2.0925585588896123
['data' 'LabeledDB_new' 'Human' '9' 'original.ply'],[-0.31820899 -0.34399399 -0.98876899],[0.33662701 0.37601    0.83635497],5.961475901678703,0.8605177217545064,2.068403593324266
['data' 'LabeledDB_new' 'Mech' '321' 'original.ply'],[-0.54031497 -0.64395499 -0.53618097],[0.53753    0.81115103 0.541664  ],8.59701445125134,1.6904691207872722,2.107328431897949
['data' 'LabeledDB_new' 'Mech' '322' 'original.ply'],[-0.53934401 -0.646622   -0.53943402],[0.53899503 0.80915201 0.53890502],8.604901963478675,1.6927959794320004,2.1082950783807255
['data' 'LabeledDB_new' 'Mech' '323' 'original.ply'],[-0.53718799 -0.64491498 -0.53690201],[0.54027498 0.80967599 0.54056102],8.590924871118254,1.6886732379607186,2.1065820528184456
['data' 'LabeledDB_new' 'Mech' '324' 'original.ply'],[-0.66329801 -0.71438199 -0.68782097],[0.69045401 0.63916999 0.66573101],10.993700858907658,2.4802130950068015,2.3445363015886755
['data' 'LabeledDB_new' 'Mech' '325' 'original.ply'],[-0.53193301 -0.83638102 -0.787772  ],[0.53052998 0.76830602 0.663571  ],11.151740180574102,2.4744245464900847,2.4104448924664124
['data' 'LabeledDB_new' 'Mech' '326' 'original.ply'],[-0.77024102 -0.62291503 -0.57136899],[0.76593202 0.71662802 0.58076102],10.741937439612038,2.3708184721734598,2.341283141597386
['data' 'LabeledDB_new' 'Mech' '327' 'original.ply'],[-0.64507401 -0.76393503 -0.63883001],[0.645262   0.67610902 0.56507498],10.290517717616893,2.2370248443986736,2.2777359581606373
['data' 'LabeledDB_new' 'Mech' '328' 'original.ply'],[-0.54469901 -0.63422501 -0.54427302],[0.54649401 0.838902   0.54692   ],8.811268049881711,1.7540555799561104,2.1334262573320912
['data' 'LabeledDB_new' 'Mech' '329' 'original.ply'],[-0.53961802 -0.63583201 -0.539271  ],[0.54559898 0.82922798 0.54594702],8.71502908601397,1.7253968124821892,2.1217433539863166
['data' 'LabeledDB_new' 'Mech' '330' 'original.ply'],[-0.54142398 -0.63975602 -0.54072303],[0.54312497 0.82440102 0.54382598],8.704293098384362,1.72220958487811,2.120436000477648
['data' 'LabeledDB_new' 'Mech' '331' 'original.ply'],[-0.54000098 -0.64677799 -0.53084099],[0.50573099 0.92185199 0.51489103],8.748577008414344,1.7153837823587716,2.1558550068696607
['data' 'LabeledDB_new' 'Mech' '332' 'original.ply'],[-0.53285301 -0.664294   -0.52419603],[0.51444298 0.906681   0.52309901],8.774756057444698,1.7230891957572188,2.1590781000365733
['data' 'LabeledDB_new' 'Mech' '333' 'original.ply'],[-0.55979198 -0.64721501 -0.51605302],[0.473721   0.90308601 0.51745999],8.545323200235146,1.6559526499687265,2.1306645579460937
['data' 'LabeledDB_new' 'Mech' '334' 'original.ply'],[-0.65812999 -0.42436701 -0.66070098],[0.65951002 0.49798101 0.65693903],8.33364099107957,1.6013577502281247,2.0792008676938094
['data' 'LabeledDB_new' 'Mech' '335' 'original.ply'],[-0.540497   -0.64417702 -0.53698897],[0.53771001 0.811418   0.54121798],8.602791473452726,1.6921733185612178,2.108036399622404
['data' 'LabeledDB_new' 'Mech' '336' 'original.ply'],[-0.41794801 -0.47371    -0.411149  ],[0.41971999 0.99166697 0.426456  ],6.313082771666544,1.0281596350174387,1.8843034494725093
['data' 'LabeledDB_new' 'Mech' '337' 'original.ply'],[-0.86782902 -0.819444   -0.55877697],[0.89771903 0.92305899 0.51990801],13.721109471025265,3.3185449665211646,2.7050023803259404
['data' 'LabeledDB_new' 'Mech' '338' 'original.ply'],[-0.568703   -0.59099799 -0.60863   ],[0.56421798 0.904347   0.58779401],9.67725646428238,2.026871146754592,2.225083596606549
['data' 'LabeledDB_new' 'Mech' '339' 'original.ply'],[-0.53990602 -0.64667499 -0.53142399],[0.50564402 0.92168301 0.514126  ],8.745536643659612,1.7144895122069097,2.1554805755512154
['data' 'LabeledDB_new' 'Mech' '340' 'original.ply'],[-0.65788299 -0.42421001 -0.66101998],[0.659262   0.49779099 0.65612501],8.327377863000123,1.599552734668027,2.0784195199653768
['data' 'LabeledDB_new' 'Octopus' '121' 'original.ply'],[-0.99141502 -0.75865299 -0.41475201],[0.98694497 0.70490301 0.153262  ],9.700994266615375,1.6446508439060532,2.5255780201672415
['data' 'LabeledDB_new' 'Octopus' '122' 'original.ply'],[-0.90155101 -0.72091699 -0.42365199],[0.94058502 0.79409999 0.242432  ],10.054026429016524,1.8589520610705708,2.476370216362323
['data' 'LabeledDB_new' 'Octopus' '123' 'original.ply'],[-0.71557403 -0.57004702 -0.55304098],[0.68296403 0.52203    0.70790797],9.335699474120894,1.9258615449608514,2.1768172100908822
['data' 'LabeledDB_new' 'Octopus' '124' 'original.ply'],[-0.80821002 -0.90942901 -0.28505901],[0.63745397 0.869358   0.44105399],9.825688198815978,1.867220131263664,2.404426687552713
['data' 'LabeledDB_new' 'Octopus' '125' 'original.ply'],[-0.42284101 -0.28855801 -0.412909  ],[0.55463302 0.56854999 0.64362901],5.552212938911094,0.8851684065363451,1.675220040368699
['data' 'LabeledDB_new' 'Octopus' '126' 'original.ply'],[-0.35437599 -0.88462001 -0.872558  ],[0.56056499 0.83069003 0.80055302],11.94021884574152,2.625792904567141,2.564898831592485
['data' 'LabeledDB_new' 'Octopus' '127' 'original.ply'],[-0.78640902 -0.80299097 -0.48714799],[0.73889601 0.808097   0.527044  ],11.276610508853125,2.4922759936271324,2.4394149499549647
['data' 'LabeledDB_new' 'Octopus' '128' 'original.ply'],[-0.710262   -0.33774    -0.79589999],[0.63519502 0.28308001 0.87955803],8.2594025189914,1.3994877061055666,2.236701060557584
['data' 'LabeledDB_new' 'Octopus' '129' 'original.ply'],[-0.93581802 -0.72037297 -0.297299  ],[0.91253901 0.844827   0.47395599],11.051542419886818,2.2312779718246794,2.5418711383840336
['data' 'LabeledDB_new' 'Octopus' '130' 'original.ply'],[-0.69495898 -0.83247697 -0.316726  ],[0.76306498 0.81840801 0.52784902],10.065473412111668,2.032917298016659,2.3589324027653062
['data' 'LabeledDB_new' 'Octopus' '131' 'original.ply'],[-0.60663402 -0.67361301 -0.68921202],[0.4777     0.78623801 0.79296398],10.707792300750683,2.3462344102226913,2.3460159824445705
['data' 'LabeledDB_new' 'Octopus' '132' 'original.ply'],[-0.24806599 -0.287393   -0.95020199],[0.26546699 0.289168   0.97256601],4.784161838932223,0.569299092212056,2.0719979448773964
['data' 'LabeledDB_new' 'Octopus' '133' 'original.ply'],[-0.301487   -0.86900502 -0.60848498],[0.66470498 0.75849098 0.672418  ],9.789472502551952,2.014186100166434,2.285384569165491
['data' 'LabeledDB_new' 'Octopus' '134' 'original.ply'],[-0.62273902 -0.83949798 -0.56289601],[0.68740499 0.83761501 0.49903399],10.739034748477586,2.333335827020739,2.3784197799106344
['data' 'LabeledDB_new' 'Octopus' '135' 'original.ply'],[-0.57224798 -0.688371   -0.57186002],[0.57020402 0.76407099 0.63086098],9.560557510454842,1.9957293888669967,2.204840609763675
['data' 'LabeledDB_new' 'Octopus' '136' 'original.ply'],[-0.73312497 -0.68918401 -0.488352  ],[0.67158198 0.66230899 0.468353  ],9.070643815731309,1.816258162802954,2.1714095481151086
['data' 'LabeledDB_new' 'Octopus' '137' 'original.ply'],[-0.53275001 -0.74839401 -0.52553099],[0.59636599 0.576087   0.47262901],7.889150201857362,1.4927409992551874,2.00635896101487
['data' 'LabeledDB_new' 'Octopus' '138' 'original.ply'],[-0.79324597 -0.68807399 -0.53549403],[0.80626899 0.34839001 0.57746702],9.183163225801266,1.8451110017277157,2.2071221202624733
['data' 'LabeledDB_new' 'Octopus' '139' 'original.ply'],[-0.75977403 -0.72301    -0.244031  ],[0.72130901 0.75574303 0.29356399],7.562698127747504,1.1774169050230963,2.1608622942500952
['data' 'LabeledDB_new' 'Octopus' '140' 'original.ply'],[-0.68041801 -0.80515599 -0.37570599],[0.91282201 0.79342902 0.47370601],10.516208165411065,2.1633925650072636,2.411511670833
['data' 'LabeledDB_new' 'Plier' '201' 'original.ply'],[-0.67574197 -0.079542   -0.969787  ],[0.51605999 0.08539    0.86589998],5.374210349556694,0.3608341755832218,2.1948442280382543
['data' 'LabeledDB_new' 'Plier' '202' 'original.ply'],[-0.69055903 -0.079647   -0.97523302],[0.51102  0.08501  0.856318],5.400358770093909,0.3623694289775916,2.1966982551633145
['data' 'LabeledDB_new' 'Plier' '203' 'original.ply'],[-0.70776802 -0.080493   -0.97525799],[0.50472498 0.083869   0.837825  ],5.391280362857787,0.3613252882697981,2.187332642626911
['data' 'LabeledDB_new' 'Plier' '204' 'original.ply'],[-0.76842499 -0.075499   -0.69849801],[0.96827102 0.0791     0.67986703],5.750772736073564,0.3700792402806589,2.2225894910921977
['data' 'LabeledDB_new' 'Plier' '205' 'original.ply'],[-0.60477602 -0.083685   -0.96580398],[0.67212802 0.088202   0.90786999],5.868090589442957,0.41123997775063703,2.27391364219587
['data' 'LabeledDB_new' 'Plier' '206' 'original.ply'],[-0.74189401 -0.07958    -0.96013802],[0.51392198 0.084225   0.85419601],5.562751208731049,0.373224726908039,2.2126260079720557
['data' 'LabeledDB_new' 'Plier' '207' 'original.ply'],[-0.76647401 -0.079161   -0.934075  ],[0.62632602 0.079515   0.81862599],5.880555054408772,0.3873538341981029,2.2443330296595807
['data' 'LabeledDB_new' 'Plier' '208' 'original.ply'],[-0.77104801 -0.078774   -0.87883598],[0.72492701 0.082087   0.73547   ],5.830568636192595,0.3884731078003574,2.206762626386622
['data' 'LabeledDB_new' 'Plier' '209' 'original.ply'],[-0.770495 -0.077523 -0.816737],[0.84498    0.082044   0.66264999],5.767501052142556,0.38135119434198544,2.1963166783323684
['data' 'LabeledDB_new' 'Plier' '210' 'original.ply'],[-0.76061302 -0.079584   -0.76251203],[0.91147298 0.084707   0.66996098],5.810538329825886,0.3935127740473591,2.2079044438033875
['data' 'LabeledDB_new' 'Plier' '211' 'original.ply'],[-0.75344002 -0.076081   -0.73584402],[0.95985198 0.075916   0.68227702],5.811241649192343,0.3693003373206993,2.2292464776595096
['data' 'LabeledDB_new' 'Plier' '212' 'original.ply'],[-0.79189199 -0.077249   -0.67279202],[0.98667198 0.082488   0.70325601],5.902595411535962,0.39093864509951015,2.2543987897117232
['data' 'LabeledDB_new' 'Plier' '213' 'original.ply'],[-0.62212098 -0.079239   -0.93185401],[0.56548101 0.077786   0.80838001],5.052897649201891,0.32452441487630396,2.112692537445913
['data' 'LabeledDB_new' 'Plier' '214' 'original.ply'],[-0.60610002 -0.081305   -0.96218097],[0.58749801 0.08305    0.84119397],5.290144530304877,0.35377491321547766,2.1688360986065724
['data' 'LabeledDB_new' 'Plier' '215' 'original.ply'],[-0.60046101 -0.080424   -0.98201102],[0.61005002 0.087098   0.87877297],5.534018099170925,0.3773432420563325,2.2261890409923923
['data' 'LabeledDB_new' 'Plier' '216' 'original.ply'],[-0.59318799 -0.08099    -0.98687297],[0.62364101 0.087471   0.88384199],5.59294194373453,0.38347455539457614,2.2379960679281976
['data' 'LabeledDB_new' 'Plier' '217' 'original.ply'],[-0.60361499 -0.079919   -0.91933   ],[0.66807002 0.080117   0.84650701],5.463402678733806,0.3593750046346678,2.1819657724045665
['data' 'LabeledDB_new' 'Plier' '218' 'original.ply'],[-0.57879603 -0.078379   -0.824175  ],[0.68515497 0.081482   0.79040003],5.00181554569706,0.3262353297373764,2.056691566711337
['data' 'LabeledDB_new' 'Plier' '219' 'original.ply'],[-0.75557399 -0.063137   -0.96113902],[0.79033899 0.076423   0.60145599],5.698918564365922,0.33712614541121755,2.2025047339204757
['data' 'LabeledDB_new' 'Plier' '220' 'original.ply'],[-0.75924999 -0.065043   -0.87638301],[0.81412202 0.078307   0.593642  ],5.498334330700487,0.3315536805158451,2.158013485562107
['data' 'LabeledDB_new' 'Table' '141' 'original.ply'],[-0.84016597 -0.55008799 -0.12601601],[0.84031397 0.54205799 0.73210901],8.429178157936654,1.5749420829585346,2.180177567293097
['data' 'LabeledDB_new' 'Table' '142' 'original.ply'],[-0.98293102 -0.26720101 -0.493251  ],[0.99968499 0.044393   0.51176703],5.846987362200588,0.6208712554745065,2.2445307502326703
['data' 'LabeledDB_new' 'Table' '143' 'original.ply'],[-0.98175299 -0.27653399 -0.49315   ],[0.99988103 0.034432   0.51151901],5.839049954482419,0.6190979314968885,2.243419947724873
['data' 'LabeledDB_new' 'Table' '144' 'original.ply'],[-0.98316997 -0.40006101 -0.80365098],[0.99958998 0.048795   0.80749297],9.615314126852706,1.4338757767052577,2.5939532696015872
['data' 'LabeledDB_new' 'Table' '145' 'original.ply'],[-0.63259798 -0.78775102 -0.632734  ],[0.63946301 0.18824799 0.639301  ],8.202282564852027,1.5792699610223873,2.0466524579955996
['data' 'LabeledDB_new' 'Table' '146' 'original.ply'],[-0.718292   -0.75511998 -0.71840799],[0.71746802 0.226254   0.71755397],9.759860020723742,2.0232955725795176,2.2553244742089875
['data' 'LabeledDB_new' 'Table' '147' 'original.ply'],[-0.80662501 -0.61110502 -0.81764603],[0.81326699 0.121435   0.80228102],9.99480800121647,1.9222633145654653,2.4051670687488063
['data' 'LabeledDB_new' 'Table' '148' 'original.ply'],[-0.98282599 -0.48385301 -0.98635   ],[0.98572999 0.116774   0.982292  ],12.480338901033004,2.3276591059499054,2.8480724695163993
['data' 'LabeledDB_new' 'Table' '149' 'original.ply'],[-0.98555499 -0.51545697 -0.98828101],[0.980304   0.081562   0.97842699],12.42817546196223,2.308236912929171,2.8441120968866884
['data' 'LabeledDB_new' 'Table' '150' 'original.ply'],[-0.46527499 -0.929452   -0.45673901],[0.46858999 0.203658   0.47695699],5.976196054293405,0.9880107322713483,1.7400661775492992
['data' 'LabeledDB_new' 'Table' '151' 'original.ply'],[-0.668661   -0.49571201 -0.67012501],[0.668657   0.101299   0.66780901],6.7727963436239715,1.068197927390345,1.983660512227224
['data' 'LabeledDB_new' 'Table' '152' 'original.ply'],[-0.31788301 -0.60938102 -0.82007802],[0.326873   0.099841   0.82632297],5.372931889633257,0.7528582842447082,1.9050833077963187
['data' 'LabeledDB_new' 'Table' '153' 'original.ply'],[-0.58955598 -0.788715   -0.491842  ],[0.592619   0.81663102 0.075932  ],6.960963740772671,1.0775214531305146,2.072930501189413
['data' 'LabeledDB_new' 'Table' '154' 'original.ply'],[-0.76739699 -0.76336199 -0.65272999],[0.76237798 0.82736301 0.29502299],10.781828876423333,2.306310714278576,2.401843707683365
['data' 'LabeledDB_new' 'Table' '155' 'original.ply'],[-0.93803298 -0.77402103 -0.69479799],[0.97549498 0.14711601 0.73071498],11.606946397326631,2.5126397748704785,2.5577665918085732
['data' 'LabeledDB_new' 'Table' '156' 'original.ply'],[-0.831833   -0.60239798 -0.71937197],[0.84043199 0.069116   0.72352898],9.009580449780906,1.6203046358560658,2.3085416161545655
['data' 'LabeledDB_new' 'Table' '157' 'original.ply'],[-0.968674   -0.66592598 -0.97578597],[0.96768802 0.119652   0.97185701],13.645061470416838,2.962683173282504,2.856561544262028
['data' 'LabeledDB_new' 'Table' '158' 'original.ply'],[-0.64626598 -0.79709297 -0.68523699],[0.64592302 0.16525    0.68436301],8.662672012870402,1.7031373319939354,2.1146301279157647
['data' 'LabeledDB_new' 'Table' '159' 'original.ply'],[-0.66828501 -0.75246    -0.55886602],[0.67153603 0.74799103 0.090932  ],7.711878053887833,1.306312261651364,2.1139326330599184
['data' 'LabeledDB_new' 'Table' '160' 'original.ply'],[-0.84524602 -0.761702   -0.222755  ],[0.254859   0.78102398 0.235357  ],5.815746378378055,0.7774896352639896,1.949384801787826
['data' 'LabeledDB_new' 'Teddy' '161' 'original.ply'],[-0.67138702 -0.72813302 -0.329366  ],[0.678684   0.94290698 0.32673699],8.476365233271643,1.4801832040983283,2.246227402530321
['data' 'LabeledDB_new' 'Teddy' '162' 'original.ply'],[-0.61812699 -0.89233899 -0.373052  ],[0.41234699 0.97739297 0.56539798],9.296816670237032,1.8081210826963177,2.3320511557386947
['data' 'LabeledDB_new' 'Teddy' '163' 'original.ply'],[-0.58393002 -0.90903503 -0.33899301],[0.62385201 0.95473999 0.502105  ],9.66902898184776,1.8933401947742459,2.374834857766176
['data' 'LabeledDB_new' 'Teddy' '164' 'original.ply'],[-0.63707697 -0.69629699 -0.34392601],[0.66547602 0.97746599 0.45082399],9.091184240174208,1.7326861318730866,2.2648961094976086
['data' 'LabeledDB_new' 'Teddy' '165' 'original.ply'],[-0.442105   -0.91621703 -0.35677901],[0.55174702 0.98595101 0.427515  ],8.323609445394169,1.4826870744645713,2.284973121170687
['data' 'LabeledDB_new' 'Teddy' '166' 'original.ply'],[-0.65079802 -0.842785   -0.383127  ],[0.624942   0.980533   0.50933099],10.183717738139414,2.0759284725439233,2.3975993057026335
['data' 'LabeledDB_new' 'Teddy' '167' 'original.ply'],[-0.64542598 -0.75621498 -0.38170201],[0.59857398 0.96526402 0.52583599],9.665609267843259,1.9435105912372435,2.3096863540337655
['data' 'LabeledDB_new' 'Teddy' '168' 'original.ply'],[-0.64304602 -0.87112701 -0.32054001],[0.56272101 0.97481298 0.332394  ],8.436673833460134,1.4532832888099865,2.299498082727088
['data' 'LabeledDB_new' 'Teddy' '169' 'original.ply'],[-0.780276   -0.89219803 -0.286057  ],[0.80498898 0.92328501 0.29952499],9.738876919592805,1.6853176550974567,2.4803124741870857
['data' 'LabeledDB_new' 'Teddy' '170' 'original.ply'],[-0.77362102 -0.88505501 -0.275354  ],[0.74906999 0.85818201 0.28197899],8.949241562844918,1.4793910150276264,2.38077367337613
['data' 'LabeledDB_new' 'Teddy' '171' 'original.ply'],[-0.525316   -0.883865   -0.39881799],[0.532718   0.91336203 0.48631099],8.857603139724475,1.6830969126540547,2.2655935718436826
['data' 'LabeledDB_new' 'Teddy' '172' 'original.ply'],[-0.57599401 -0.94954997 -0.44432199],[0.42986301 0.973867   0.53785801],9.623513586692852,1.9002064222391652,2.382427070414565
['data' 'LabeledDB_new' 'Teddy' '173' 'original.ply'],[-0.451507   -0.65267599 -0.397755  ],[0.44896001 0.94260699 0.51019001],7.405006837224969,1.3042627168078975,2.044537289786164
['data' 'LabeledDB_new' 'Teddy' '174' 'original.ply'],[-0.61344701 -0.84681797 -0.33089101],[0.69108099 0.90627801 0.40222499],9.057111722165551,1.676609018351062,2.3049073514953164
['data' 'LabeledDB_new' 'Teddy' '175' 'original.ply'],[-0.60857999 -0.94685501 -0.39637801],[0.58898503 0.95465201 0.42398199],9.639066087978527,1.8681059937863005,2.3922544722049675
['data' 'LabeledDB_new' 'Teddy' '176' 'original.ply'],[-0.68794  -0.691984 -0.397993],[0.73397201 0.94066298 0.53844398],10.363764708584377,2.17392005339899,2.3588734918813477
['data' 'LabeledDB_new' 'Teddy' '177' 'original.ply'],[-0.548994   -0.73877698 -0.395298  ],[0.66824102 0.93781102 0.51451099],9.34725571329134,1.8567396865969112,2.2628214329697465
['data' 'LabeledDB_new' 'Teddy' '178' 'original.ply'],[-0.59321803 -0.69181597 -0.36071   ],[0.50661302 0.953242   0.53899199],8.55773585415421,1.627818050894752,2.1737772953499315
['data' 'LabeledDB_new' 'Teddy' '179' 'original.ply'],[-0.658921   -0.71693999 -0.36036599],[0.65014398 0.94137102 0.57098401],9.869004971563214,2.021808908290578,2.308908691589339
['data' 'LabeledDB_new' 'Teddy' '180' 'original.ply'],[-0.61473501 -0.85639101 -0.26836199],[0.59705901 0.958507   0.301429  ],7.847728810685403,1.2531313842126497,2.2554292976428867
['data' 'LabeledDB_new' 'Vase' '361' 'original.ply'],[-0.48736301 -0.951693   -0.537682  ],[0.52149802 0.99128401 0.50721103],10.089097576454474,2.0481928305757875,2.425852775983229
['data' 'LabeledDB_new' 'Vase' '362' 'original.ply'],[-0.34841201 -0.64377803 -0.36840901],[0.39027101 0.98973298 0.368972  ],5.911715325025833,0.8897584639560081,1.9384895052590525
['data' 'LabeledDB_new' 'Vase' '363' 'original.ply'],[-0.29075301 -0.65361202 -0.28315499],[0.31544    0.99832398 0.31154999],4.6886252424598425,0.5955328425322222,1.8574273904591245
['data' 'LabeledDB_new' 'Vase' '364' 'original.ply'],[-0.83079201 -0.581783   -0.52909398],[0.820759   0.64830202 0.55459398],10.308684828364292,2.201564269535548,2.3270387780743533
['data' 'LabeledDB_new' 'Vase' '365' 'original.ply'],[-0.80045301 -0.682033   -0.83284003],[0.89432502 0.67252302 0.85724998],14.898641537220549,3.8798919259131717,2.750181591662009
['data' 'LabeledDB_new' 'Vase' '366' 'original.ply'],[-0.47067699 -0.86136299 -0.46059099],[0.44445401 0.98303002 0.48076299],8.571100273708577,1.5888748801194588,2.2639341101228037
['data' 'LabeledDB_new' 'Vase' '367' 'original.ply'],[-0.89434803 -0.59469402 -0.41362801],[0.95666897 0.59502202 0.524414  ],10.109039924070007,2.0657416934798065,2.391988923048054
['data' 'LabeledDB_new' 'Vase' '368' 'original.ply'],[-0.53504401 -0.55373299 -0.64349502],[0.53944099 0.78509599 0.585329  ],8.808179707786799,1.7677268365073477,2.111158339538104
['data' 'LabeledDB_new' 'Vase' '369' 'original.ply'],[-0.526398   -0.80493498 -0.58774298],[0.61793202 0.93794501 0.56190097],10.627386884801936,2.2928842815075248,2.3809248377496877
['data' 'LabeledDB_new' 'Vase' '370' 'original.ply'],[-0.55004102 -0.83918601 -0.547822  ],[0.56262201 0.98940802 0.56290102],10.603061787715234,2.2598870214025277,2.4115307932057393
['data' 'LabeledDB_new' 'Vase' '371' 'original.ply'],[-0.573071   -0.75023001 -0.53940499],[0.558613   0.98699099 0.597619  ],10.45599805585558,2.235372352579391,2.3646287325721693
['data' 'LabeledDB_new' 'Vase' '372' 'original.ply'],[-0.77448899 -0.48073599 -0.385591  ],[0.71148503 0.68795002 0.38174301],7.547295913169526,1.332580663400845,2.040281164800878
['data' 'LabeledDB_new' 'Vase' '373' 'original.ply'],[-0.41479301 -0.89026499 -0.42734399],[0.383883   0.99402601 0.38959599],7.393522064372636,1.2294440352994649,2.203594076263046
['data' 'LabeledDB_new' 'Vase' '374' 'original.ply'],[-0.35855001 -0.97321999 -0.331058  ],[0.32097501 0.956164   0.34429699],6.146008808598616,0.8854340786376181,2.1541544052676587
['data' 'LabeledDB_new' 'Vase' '375' 'original.ply'],[-0.96825898 -0.384965   -0.58056098],[0.91008103 0.30763701 0.52311897],8.276878455407637,1.4358236752027773,2.286037655648096
['data' 'LabeledDB_new' 'Vase' '376' 'original.ply'],[-0.99685699 -0.48222601 -0.808801  ],[0.99335802 0.31288201 0.74357498],11.812608897124015,2.4565354865282676,2.6463226718140502
['data' 'LabeledDB_new' 'Vase' '377' 'original.ply'],[-0.52530497 -0.66356599 -0.32259101],[0.52604598 0.99992698 0.32796901],7.030167697507608,1.1377741305969127,2.0726254004549363
['data' 'LabeledDB_new' 'Vase' '378' 'original.ply'],[-0.78113103 -0.47015801 -0.379556  ],[0.70308799 0.69009101 0.37489399],7.434365117561841,1.299210919949836,2.0293542507619344
['data' 'LabeledDB_new' 'Vase' '379' 'original.ply'],[-0.888659   -0.58877099 -0.38980699],[0.950082 0.589652 0.540806],9.94925329061811,2.016465857829566,2.373960770502601
['data' 'LabeledDB_new' 'Vase' '380' 'original.ply'],[-0.56843197 -0.99994802 -0.43049899],[0.56509298 0.59710503 0.432816  ],8.335296799457169,1.5628586764082124,2.140273355252409
